0.0 0.0 0.0
0.0 0.9090909090909091 -0.9090909090909092
0.0 1.8181818181818181 -1.8181818181818183
0.0 2.727272727272727 -2.727272727272727
0.0 3.6363636363636362 -3.6363636363636362
0.0 4.545454545454545 -4.545454545454545
0.0 5.454545454545454 -4.545454545454546
0.0 6.363636363636363 -3.6363636363636367
0.0 7.2727272727272725 -2.7272727272727275
0.0 8.181818181818182 -1.8181818181818183
0.0 9.09090909090909 -0.9090909090909101
0.0 10.0 0.0
 
 
0.25 0.0 0.0
0.25 0.9090909090909091 -0.9090909090909091
0.25 1.8181818181818181 -1.8181818181818181
0.25 2.727272727272727 -2.7272727272727266
0.25 3.6363636363636362 -3.636363636363636
0.25 4.545454545454545 -4.511079545454545
0.25 5.454545454545454 -4.511079545454546
0.25 6.363636363636363 -3.6363636363636362
0.25 7.2727272727272725 -2.7272727272727275
0.25 8.181818181818182 -1.8181818181818183
0.25 9.09090909090909 -0.9090909090909101
0.25 10.0 0.0
 
 
0.5 0.0 0.0
0.5 0.9090909090909091 -0.9090909090909087
0.5 1.8181818181818181 -1.8181818181818175
0.5 2.727272727272727 -2.7272727272727253
0.5 3.6363636363636362 -3.633764026988635
0.5 4.545454545454545 -4.410554154829544
0.5 5.454545454545454 -4.410554154829545
0.5 6.363636363636363 -3.6337640269886355
0.5 7.2727272727272725 -2.7272727272727275
0.5 8.181818181818182 -1.8181818181818183
0.5 9.09090909090909 -0.9090909090909098
0.5 10.0 0.0
 
 
0.75 0.0 0.0
0.75 0.9090909090909091 -0.9090909090909084
0.75 1.8181818181818181 -1.8181818181818168
0.75 2.727272727272727 -2.7270761318137398
0.75 3.6363636363636362 -3.621355766490587
0.75 4.545454545454545 -4.251284010786574
0.75 5.454545454545454 -4.2512840107865735
0.75 6.363636363636363 -3.621355766490588
0.75 7.2727272727272725 -2.7270761318137424
0.75 8.181818181818182 -1.8181818181818183
0.75 9.09090909090909 -0.9090909090909094
0.75 10.0 0.0
 
 
1.0 0.0 0.0
1.0 0.9090909090909091 -0.9090909090909081
1.0 1.8181818181818181 -1.8181669506502303
1.0 2.727272727272727 -2.725774301258776
1.0 3.6363636363636362 -3.588955932094986
1.0 4.545454545454545 -4.044375543268721
1.0 5.454545454545454 -4.0443755432687185
1.0 6.363636363636363 -3.588955932094988
1.0 7.2727272727272725 -2.725774301258779
1.0 8.181818181818182 -1.8181669506502325
1.0 9.09090909090909 -0.9090909090909087
1.0 10.0 0.0
 
 
1.25 0.0 0.0
1.25 0.9090909090909091 -0.9090897847338314
1.25 1.8181818181818181 -1.8180410133654907
1.25 2.727272727272727 -2.72111277564603
1.25 3.6363636363636362 -3.52571909496241
1.25 4.545454545454545 -3.803025967655853
1.25 5.454545454545454 -3.8030259676558504
1.25 6.363636363636363 -3.525719094962413
1.25 7.2727272727272725 -2.7211127756460325
1.25 8.181818181818182 -1.818041013365494
1.25 9.09090909090909 -0.909089784733832
1.25 10.0 0.0
 
 
1.5 0.0 0.0
1.5 0.9090909090909091 -0.9090781820715279
1.5 1.8181818181818181 -1.8174704414379477
1.5 2.727272727272727 -2.709004800909119
1.5 3.6363636363636362 -3.4226052371789746
1.5 4.545454545454545 -3.5407050597955427
1.5 5.454545454545454 -3.540705059795541
1.5 6.363636363636363 -3.4226052371789777
1.5 7.2727272727272725 -2.7090048009091205
1.5 8.181818181818182 -1.8174704414379517
1.5 9.09090909090909 -0.9090781820715286
1.5 10.0 0.0
 
 
1.75 0.0 0.0
1.75 0.9090909090909091 -0.9090147065046504
1.75 1.8181818181818181 -1.8156249908308266
1.75 2.727272727272727 -2.6834405732301088
1.75 3.6363636363636362 -3.2744566454880086
1.75 4.545454545454545 -3.269452852849854
1.75 5.454545454545454 -3.269452852849853
1.75 6.363636363636363 -3.2744566454880117
1.75 7.2727272727272725 -2.6834405732301096
1.75 8.181818181818182 -1.8156249908308304
1.75 9.09090909090909 -0.9090147065046514
1.75 10.0 0.0
 
 
2.0 0.0 0.0
2.0 0.9090909090909091 -0.9087693965105257
2.0 1.8181818181818181 -1.810845690890484
2.0 2.727272727272727 -2.6369433825966557
2.0 3.6363636363636362 -3.081234051514279
2.0 4.545454545454545 -2.9985790577224254
2.0 5.454545454545454 -2.9985790577224263
2.0 6.363636363636363 -3.081234051514281
2.0 7.2727272727272725 -2.636943382596657
2.0 8.181818181818182 -1.810845690890487
2.0 9.09090909090909 -0.9087693965105272
2.0 10.0 0.0
 
 
2.25 0.0 0.0
2.25 0.9090909090909091 -0.9080179206677766
2.25 1.8181818181818181 -1.8003205091229362
2.25 2.727272727272727 -2.5615720358648186
2.25 3.6363636363636362 -2.8481611917981446
